itr.,error,수정전Date&Time,년,월,일,시각,시간,Date&Time,수위(m),유량(㎥/sec),해발표고,경주ASOS,토함산AWS,Unnamed: 14,시작,45852.375,끝,45994.958333333336,Unnamed: 19,142.58333333333576,28.516666666667152
2151,00:00:00,2025-10-12,2025,10,12,0,2025-10-12 00,2025-10-12 00:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2152,01:00:00,2025-10-12,2025,10,12,1,2025-10-12 01,2025-10-12 01:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2153,02:00:00,2025-10-12,2025,10,12,2,2025-10-12 02,2025-10-12 02:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2154,03:00:00,2025-10-12,2025,10,12,3,2025-10-12 03,2025-10-12 03:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2155,04:00:00,2025-10-12,2025,10,12,4,2025-10-12 04,2025-10-12 04:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2156,05:00:00,2025-10-12,2025,10,12,5,2025-10-12 05,2025-10-12 05:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2157,06:00:00,2025-10-12,2025,10,12,6,2025-10-12 06,2025-10-12 06:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2158,07:00:00,2025-10-12,2025,10,12,7,2025-10-12 07,2025-10-12 07:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2159,08:00:00,2025-10-12,2025,10,12,8,2025-10-12 08,2025-10-12 08:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2160,09:00:00,2025-10-12,2025,10,12,9,2025-10-12 09,2025-10-12 09:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2161,10:00:00,2025-10-12,2025,10,12,10,2025-10-12 10,2025-10-12 10:00:00,2.98,1.815,7.72,0.0,0.0,,,,,,,,
2162,11:00:00,2025-10-12,2025,10,12,11,2025-10-12 11,2025-10-12 11:00:00,2.98,1.815,7.72,0.0,0.0,,,,,,,,
2163,12:00:00,2025-10-12,2025,10,12,12,2025-10-12 12,2025-10-12 12:00:00,2.98,1.815,7.72,0.0,0.0,,,,,,,,
2164,13:00:00,2025-10-12,2025,10,12,13,2025-10-12 13,2025-10-12 13:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2165,14:00:00,2025-10-12,2025,10,12,14,2025-10-12 14,2025-10-12 14:00:00,2.98,1.815,7.72,0.0,0.0,,,,,,,,
2166,15:00:00,2025-10-12,2025,10,12,15,2025-10-12 15,2025-10-12 15:00:00,2.98,1.815,7.72,0.0,0.0,,,,,,,,
2167,16:00:00,2025-10-12,2025,10,12,16,2025-10-12 16,2025-10-12 16:00:00,2.98,1.815,7.72,2.7,0.5,,,,,,,,
2168,17:00:00,2025-10-12,2025,10,12,17,2025-10-12 17,2025-10-12 17:00:00,2.97,1.532,7.71,0.4,1.0,,,,,,,,
2169,18:00:00,2025-10-12,2025,10,12,18,2025-10-12 18,2025-10-12 18:00:00,2.97,1.532,7.71,0.2,1.0,,,,,,,,
2170,19:00:00,2025-10-12,2025,10,12,19,2025-10-12 19,2025-10-12 19:00:00,2.97,1.532,7.71,0.2,0.5,,,,,,,,
2171,20:00:00,2025-10-12,2025,10,12,20,2025-10-12 20,2025-10-12 20:00:00,2.97,1.532,7.71,0.0,0.0,,,,,,,,
2172,21:00:00,2025-10-12,2025,10,12,21,2025-10-12 21,2025-10-12 21:00:00,2.97,1.532,7.71,0.8,0.5,,,,,,,,
2173,22:00:00,2025-10-12,2025,10,12,22,2025-10-12 22,2025-10-12 22:00:00,2.97,1.532,7.71,0.0,0.5,,,,,,,,
2174,23:00:00,2025-10-12,2025,10,12,23,2025-10-12 23,2025-10-12 23:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2175,00:00:00,2025-10-13,2025,10,13,0,2025-10-13 00,2025-10-13 00:00:00,2.98,1.815,7.72,0.1,0.0,,,,,,,,
2176,01:00:00,2025-10-13,2025,10,13,1,2025-10-13 01,2025-10-13 01:00:00,2.98,1.815,7.72,0.1,0.5,,,,,,,,
2177,02:00:00,2025-10-13,2025,10,13,2,2025-10-13 02,2025-10-13 02:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2178,03:00:00,2025-10-13,2025,10,13,3,2025-10-13 03,2025-10-13 03:00:00,2.98,1.815,7.72,0.0,0.5,,,,,,,,
2179,04:00:00,2025-10-13,2025,10,13,4,2025-10-13 04,2025-10-13 04:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2180,05:00:00,2025-10-13,2025,10,13,5,2025-10-13 05,2025-10-13 05:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2181,06:00:00,2025-10-13,2025,10,13,6,2025-10-13 06,2025-10-13 06:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2182,07:00:00,2025-10-13,2025,10,13,7,2025-10-13 07,2025-10-13 07:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2183,08:00:00,2025-10-13,2025,10,13,8,2025-10-13 08,2025-10-13 08:00:00,2.98,1.815,7.72,0.0,0.0,,,,,,,,
2184,09:00:00,2025-10-13,2025,10,13,9,2025-10-13 09,2025-10-13 09:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
2185,10:00:00,2025-10-13,2025,10,13,10,2025-10-13 10,2025-10-13 10:00:00,2.97,1.532,7.71,0.2,0.5,,,,,,,,
2186,11:00:00,2025-10-13,2025,10,13,11,2025-10-13 11,2025-10-13 11:00:00,2.97,1.532,7.71,0.2,0.5,,,,,,,,
2187,12:00:00,2025-10-13,2025,10,13,12,2025-10-13 12,2025-10-13 12:00:00,2.97,1.532,7.71,0.0,0.5,,,,,,,,
2188,13:00:00,2025-10-13,2025,10,13,13,2025-10-13 13,2025-10-13 13:00:00,2.97,1.532,7.71,0.4,0.0,,,,,,,,
2189,14:00:00,2025-10-13,2025,10,13,14,2025-10-13 14,2025-10-13 14:00:00,2.97,1.532,7.71,0.4,0.5,,,,,,,,
2190,15:00:00,2025-10-13,2025,10,13,15,2025-10-13 15,2025-10-13 15:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2191,16:00:00,2025-10-13,2025,10,13,16,2025-10-13 16,2025-10-13 16:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2192,17:00:00,2025-10-13,2025,10,13,17,2025-10-13 17,2025-10-13 17:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
2193,18:00:00,2025-10-13,2025,10,13,18,2025-10-13 18,2025-10-13 18:00:00,2.97,1.532,7.71,0.0,0.0,,,,,,,,
2194,19:00:00,2025-10-13,2025,10,13,19,2025-10-13 19,2025-10-13 19:00:00,2.97,1.532,7.71,0.0,0.5,,,,,,,,
2195,20:00:00,2025-10-13,2025,10,13,20,2025-10-13 20,2025-10-13 20:00:00,2.97,1.532,7.71,0.1,0.0,,,,,,,,
2196,21:00:00,2025-10-13,2025,10,13,21,2025-10-13 21,2025-10-13 21:00:00,2.97,1.532,7.71,0.0,0.5,,,,,,,,
2197,22:00:00,2025-10-13,2025,10,13,22,2025-10-13 22,2025-10-13 22:00:00,2.97,1.532,7.71,0.0,0.0,,,,,,,,
2198,23:00:00,2025-10-13,2025,10,13,23,2025-10-13 23,2025-10-13 23:00:00,2.97,1.532,7.71,0.3,0.5,,,,,,,,
2199,00:00:00,2025-10-14,2025,10,14,0,2025-10-14 00,2025-10-14 00:00:00,2.97,1.532,7.71,0.2,0.0,,,,,,,,
2200,01:00:00,2025-10-14,2025,10,14,1,2025-10-14 01,2025-10-14 01:00:00,2.97,1.532,7.71,0.1,0.5,,,,,,,,
2201,02:00:00,2025-10-14,2025,10,14,2,2025-10-14 02,2025-10-14 02:00:00,2.97,1.532,7.71,1.4,0.5,,,,,,,,
2202,03:00:00,2025-10-14,2025,10,14,3,2025-10-14 03,2025-10-14 03:00:00,2.97,1.532,7.71,0.2,0.0,,,,,,,,
2203,04:00:00,2025-10-14,2025,10,14,4,2025-10-14 04,2025-10-14 04:00:00,2.97,1.532,7.71,1.2,1.5,,,,,,,,
2204,05:00:00,2025-10-14,2025,10,14,5,2025-10-14 05,2025-10-14 05:00:00,2.97,1.532,7.71,3.4,1.5,,,,,,,,
2205,06:00:00,2025-10-14,2025,10,14,6,2025-10-14 06,2025-10-14 06:00:00,2.97,1.532,7.71,3.1,2.5,,,,,,,,
2206,07:00:00,2025-10-14,2025,10,14,7,2025-10-14 07,2025-10-14 07:00:00,2.97,1.532,7.71,3.3,2.5,,,,,,,,
2207,08:00:00,2025-10-14,2025,10,14,8,2025-10-14 08,2025-10-14 08:00:00,2.97,1.532,7.71,1.3,1.0,,,,,,,,
2208,09:00:00,2025-10-14,2025,10,14,9,2025-10-14 09,2025-10-14 09:00:00,2.98,1.815,7.72,6.1,12.0,,,,,,,,
2209,10:00:00,2025-10-14,2025,10,14,10,2025-10-14 10,2025-10-14 10:00:00,2.98,1.815,7.72,5.1,4.0,,,,,,,,
2210,11:00:00,2025-10-14,2025,10,14,11,2025-10-14 11,2025-10-14 11:00:00,2.98,1.815,7.72,0.2,0.0,,,,,,,,
2211,12:00:00,2025-10-14,2025,10,14,12,2025-10-14 12,2025-10-14 12:00:00,2.99,2.107,7.73,0.1,0.0,,,,,,,,
2212,13:00:00,2025-10-14,2025,10,14,13,2025-10-14 13,2025-10-14 13:00:00,2.99,2.107,7.73,0.3,0.0,,,,,,,,
2213,14:00:00,2025-10-14,2025,10,14,14,2025-10-14 14,2025-10-14 14:00:00,3.0,2.408,7.74,,0.5,,,,,,,,
2214,15:00:00,2025-10-14,2025,10,14,15,2025-10-14 15,2025-10-14 15:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2215,16:00:00,2025-10-14,2025,10,14,16,2025-10-14 16,2025-10-14 16:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
2216,17:00:00,2025-10-14,2025,10,14,17,2025-10-14 17,2025-10-14 17:00:00,3.0,2.408,7.74,,1.0,,,,,,,,
2217,18:00:00,2025-10-14,2025,10,14,18,2025-10-14 18,2025-10-14 18:00:00,3.01,2.717,7.75,0.0,2.0,,,,,,,,
2218,19:00:00,2025-10-14,2025,10,14,19,2025-10-14 19,2025-10-14 19:00:00,3.01,2.717,7.75,0.1,0.0,,,,,,,,
2219,20:00:00,2025-10-14,2025,10,14,20,2025-10-14 20,2025-10-14 20:00:00,3.01,2.717,7.75,0.0,0.0,,,,,,,,
2220,21:00:00,2025-10-14,2025,10,14,21,2025-10-14 21,2025-10-14 21:00:00,3.01,2.717,7.75,0.0,0.5,,,,,,,,
2221,22:00:00,2025-10-14,2025,10,14,22,2025-10-14 22,2025-10-14 22:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2222,23:00:00,2025-10-14,2025,10,14,23,2025-10-14 23,2025-10-14 23:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2223,00:00:00,2025-10-15,2025,10,15,0,2025-10-15 00,2025-10-15 00:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2224,01:00:00,2025-10-15,2025,10,15,1,2025-10-15 01,2025-10-15 01:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2225,02:00:00,2025-10-15,2025,10,15,2,2025-10-15 02,2025-10-15 02:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2226,03:00:00,2025-10-15,2025,10,15,3,2025-10-15 03,2025-10-15 03:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2227,04:00:00,2025-10-15,2025,10,15,4,2025-10-15 04,2025-10-15 04:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2228,05:00:00,2025-10-15,2025,10,15,5,2025-10-15 05,2025-10-15 05:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2229,06:00:00,2025-10-15,2025,10,15,6,2025-10-15 06,2025-10-15 06:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2230,07:00:00,2025-10-15,2025,10,15,7,2025-10-15 07,2025-10-15 07:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2231,08:00:00,2025-10-15,2025,10,15,8,2025-10-15 08,2025-10-15 08:00:00,3.01,2.717,7.75,,0.5,,,,,,,,
2232,09:00:00,2025-10-15,2025,10,15,9,2025-10-15 09,2025-10-15 09:00:00,3.01,2.717,7.75,,0.5,,,,,,,,
2233,10:00:00,2025-10-15,2025,10,15,10,2025-10-15 10,2025-10-15 10:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
2234,11:00:00,2025-10-15,2025,10,15,11,2025-10-15 11,2025-10-15 11:00:00,3.03,3.357,7.77,0.0,0.0,,,,,,,,
